Id,Target,m_rate
005012_022,10 23,78_142
005012_024,10 23,78_142
005012_026,10 23,78_142
005012_028,10 23,78_142
005012_030,10 23,78_142
005012_032,10 23,78_142
005012_034,10 23,78_142
005012_036,10 23,78_142
005012_038,10 23,78_142
005012_040,10 23,78_142
005012_042,10 23,78_142
005012_044,10 23,78_142
005012_046,10 23,78_142
005012_048,10 23,78_142
005012_050,10 23,78_142
005012_052,10 23,78_142
005012_054,10 23,78_142
005012_056,10 23,78_142
005012_058,10 23,78_142
005012_060,10 23,78_142
005012_062,10 23,78_142
005012_064,10 23,78_142
005012_066,10 23,78_142
005012_068,10 23,78_142
005013_000,10 23,78_84
005013_002,10 23,78_84
005013_004,10 23,78_84
005013_006,10 23,78_84
005013_008,10 23,78_84
005013_010,10 23,78_84
005013_012,10 23,78_84
005013_014,10 23,78_84
005013_016,10 23,78_84
005013_018,10 23,78_84
005013_020,10 23,78_84
005013_022,10 23,78_84
005013_024,10 23,78_84
005013_026,10 23,78_84
005013_028,10 23,78_84
005013_030,10 23,78_84
005013_032,10 23,78_84
005013_034,10 23,78_84
005013_036,10 23,78_84
005013_038,10 23,78_84
005013_040,10 23,78_84
005013_042,10 23,78_84
005013_044,10 23,78_84
005013_046,10 23,78_84
005013_048,10 23,78_84
005013_050,10 23,78_84
005013_052,10 23,78_84
005013_054,10 23,78_84
005013_056,10 23,78_84
005013_058,10 23,78_84
005013_060,10 23,78_84
005013_062,10 23,78_84
005013_064,10 23,78_84
005013_066,10 23,78_84
005013_068,10 23,78_84
005014_000,10 23,78_49
005014_002,10 23,78_49
005014_004,10 23,78_49
005014_006,10 23,78_49
005014_008,10 23,78_49
005014_010,10 23,78_49
005014_012,10 23,78_49
005014_014,10 23,78_49
005014_016,10 23,78_49
005014_018,10 23,78_49
005014_020,10 23,78_49
005014_022,10 23,78_49
005014_024,10 23,78_49
005014_026,10 23,78_49
005014_028,10 23,78_49
005014_030,10 23,78_49
005014_032,10 23,78_49
005014_034,10 23,78_49
005014_036,10 23,78_49
005014_038,10 23,78_49
005014_040,10 23,78_49
005014_042,10 23,78_49
005014_044,10 23,78_49
005014_046,10 23,78_49
005014_048,10 23,78_49
005014_050,10 23,78_49
005014_052,10 23,78_49
005014_054,10 23,78_49
005014_056,10 23,78_49
005014_058,10 23,78_49
005014_060,10 23,78_49
005014_062,10 23,78_49
005014_064,10 23,78_49
005014_066,10 23,78_49
005014_068,10 23,78_49
005015_000,10 23,78_25
005015_002,10 23,78_25
005015_004,10 23,78_25
005015_006,10 23,78_25
005015_008,10 23,78_25
005015_010,10 23,78_25
005015_012,10 23,78_25
005015_014,10 23,78_25
005015_016,10 23,78_25
005015_018,10 23,78_25
005015_020,10 23,78_25
005015_022,10 23,78_25
005015_024,10 23,78_25
005015_026,10 23,78_25
005015_028,10 23,78_25
005015_030,10 23,78_25
005015_032,10 23,78_25
005015_034,10 23,78_25
005015_036,10 23,78_25
005015_038,10 23,78_25
005015_040,10 23,78_25
005015_042,10 23,78_25
005015_044,10 23,78_25
005015_046,10 23,78_25
005015_048,10 23,78_25
005015_050,10 23,78_25
005015_052,10 23,78_25
005015_054,10 23,78_25
005015_056,10 23,78_25
005015_058,10 23,78_25
005015_060,10 23,78_25
005015_062,10 23,78_25
005015_064,10 23,78_25
005015_066,10 23,78_25
005015_068,10 23,78_25
005016_000,10,78_0
005016_002,10,78_0
005016_004,10,78_0
005016_006,10,78_0
005016_008,10,78_0
005016_010,10,78_0
005016_012,10,78_0
005016_014,10,78_0
005016_016,10,78_0
005016_018,10,78_0
005016_020,10,78_0
005016_022,10,78_0
005016_024,10,78_0
005016_026,10,78_0
005016_028,10,78_0
005016_030,10,78_0
005016_032,10,78_0
005016_034,10,78_0
005016_036,10,78_0
005016_038,10,78_0
005016_040,10,78_0
005016_042,10,78_0
005016_044,10,78_0
005016_046,10,78_0
005016_048,10,78_0
005016_050,10,78_0
005016_052,10,78_0
005016_054,10,78_0
005016_056,10,78_0
005016_058,10,78_0
005016_060,10,78_0
005016_062,10,78_0
005016_064,10,78_0
005016_066,10,78_0
005016_068,10,78_0
006009_000,10 23,56_700
006009_002,10 23,56_700
006009_004,10 23,56_700
006009_006,10 23,56_700
006009_008,10 23,56_700
006009_010,10 23,56_700
006009_012,10 23,56_700
006009_014,10 23,56_700
006009_016,10 23,56_700
006009_018,10 23,56_700
006009_020,10 23,56_700
006009_022,10 23,56_700
006009_024,10 23,56_700
006009_026,10 23,56_700
006009_028,10 23,56_700
006009_030,10 23,56_700
006009_032,10 23,56_700
006009_034,10 23,56_700
006009_036,10 23,56_700
006009_038,10 23,56_700
006009_040,10 23,56_700
006009_042,10 23,56_700
006009_044,10 23,56_700
006009_046,10 23,56_700
006009_048,10 23,56_700
006009_050,10 23,56_700
006009_052,10 23,56_700
006009_054,10 23,56_700
006009_056,10 23,56_700
006009_058,10 23,56_700
006009_060,10 23,56_700
006009_062,10 23,56_700
006009_064,10 23,56_700
006009_066,10 23,56_700
006009_068,10 23,56_700
006010_000,10 23,56_412
006010_002,10 23,56_412
006010_004,10 23,56_412
006010_006,10 23,56_412
006010_008,10 23,56_412
006010_010,10 23,56_412
006010_012,10 23,56_412
006010_014,10 23,56_412
006010_016,10 23,56_412
006010_018,10 23,56_412
006010_020,10 23,56_412
006010_022,10 23,56_412
006010_024,10 23,56_412
006010_026,10 23,56_412
006010_028,10 23,56_412
006010_030,10 23,56_412
006010_032,10 23,56_412
006010_034,10 23,56_412
006010_036,10 23,56_412
006010_038,10 23,56_412
006010_040,10 23,56_412
006010_042,10 23,56_412
006010_044,10 23,56_412
006010_046,10 23,56_412
006010_048,10 23,56_412
006010_050,10 23,56_412
006010_052,10 23,56_412
006010_054,10 23,56_412
006010_056,10 23,56_412
006010_058,10 23,56_412
006010_060,10 23,56_412
006010_062,10 23,56_412
006010_064,10 23,56_412
006010_066,10 23,56_412
006010_068,10 23,56_412
006011_000,10 23,56_242
006011_002,10 23,56_242
006011_004,10 23,56_242
006011_006,10 23,56_242
006011_008,10 23,56_242
006011_010,10 23,56_242
006011_012,10 23,56_242
006011_014,10 23,56_242
006011_016,10 23,56_242
006011_018,10 23,56_242
006011_020,10 23,56_242
006011_022,10 23,56_242
006011_024,10 23,56_242
006011_026,10 23,56_242
006011_028,10 23,56_242
006011_030,10 23,56_242
006011_032,10 23,56_242
006011_034,10 23,56_242
006011_036,10 23,56_242
006011_038,10 23,56_242
006011_040,10 23,56_242
006011_042,10 23,56_242
006011_044,10 23,56_242
006011_046,10 23,56_242
006011_048,10 23,56_242
006011_050,10 23,56_242
006011_052,10 23,56_242
006011_054,10 23,56_242
006011_056,10 23,56_242
006011_058,10 23,56_242
006011_060,10 23,56_242
006011_062,10 23,56_242
006011_064,10 23,56_242
006011_066,10 23,56_242
006011_068,10 23,56_242
006012_000,10 23,56_142
006012_002,10 23,56_142
006012_004,10 23,56_142
006012_006,10 23,56_142
006012_008,10 23,56_142
006012_010,10 23,56_142
006012_012,10 23,56_142
006012_014,10 23,56_142
006012_016,10 23,56_142
006012_018,10 23,56_142
006012_020,10 23,56_142
006012_022,10 23,56_142
006012_024,10 23,56_142
006012_026,10 23,56_142
006012_028,10 23,56_142
006012_030,10 23,56_142
006012_032,10 23,56_142
006012_034,10 23,56_142
006012_036,10 23,56_142
006012_038,10 23,56_142
006012_040,10 23,56_142
006012_042,10 23,56_142
006012_044,10 23,56_142
006012_046,10 23,56_142
006012_048,10 23,56_142
006012_050,10 23,56_142
006012_052,10 23,56_142
006012_054,10 23,56_142
006012_056,10 23,56_142
006012_058,10 23,56_142
006012_060,10 23,56_142
006012_062,10 23,56_142
006012_064,10 23,56_142
006012_066,10 23,56_142
006012_068,10 23,56_142
006013_000,10 23,56_84
006013_002,10 23,56_84
006013_004,10 23,56_84
006013_006,10 23,56_84
006013_008,10 23,56_84
006013_010,10 23,56_84
006013_012,10 23,56_84
006013_014,10 23,56_84
006013_016,10 23,56_84
006013_018,10 23,56_84
006013_020,10 23,56_84
006013_022,10 23,56_84
006013_024,10 23,56_84
006013_026,10 23,56_84
006013_028,10 23,56_84
006013_030,10 23,56_84
006013_032,10 23,56_84
006013_034,10 23,56_84
006013_036,10 23,56_84
006013_038,10 23,56_84
006013_040,10 23,56_84
006013_042,10 23,56_84
006013_044,10 23,56_84
006013_046,10 23,56_84
006013_048,10 23,56_84
006013_050,10 23,56_84
006013_052,10 23,56_84
006013_054,10 23,56_84
006013_056,10 23,56_84
006013_058,10 23,56_84
006013_060,10 23,56_84
006013_062,10 23,56_84
006013_064,10 23,56_84
006013_066,10 23,56_84
006013_068,10 23,56_84
006014_000,10 23,56_49
006014_002,10 23,56_49
006014_004,10 23,56_49
006014_006,10 23,56_49
006014_008,10 23,56_49
006014_010,10 23,56_49
006014_012,10 23,56_49
006014_014,10 23,56_49
006014_016,10 23,56_49
006014_018,10 23,56_49
006014_020,10 23,56_49
006014_022,10 23,56_49
006014_024,10 23,56_49
006014_026,10 23,56_49
006014_028,10 23,56_49
006014_030,10 23,56_49
006014_032,10 23,56_49
006014_034,10 23,56_49
006014_036,10 23,56_49
006014_038,10 23,56_49
006014_040,10 23,56_49
006014_042,10 23,56_49
006014_044,10 23,56_49
006014_046,10 23,56_49
006014_048,10 23,56_49
006014_050,10 23,56_49
006014_052,10 23,56_49
006014_054,10 23,56_49
006014_056,10 23,56_49
006014_058,10 23,56_49
006014_060,10 23,56_49
006014_062,10 23,56_49
006014_064,10 23,56_49
006014_066,10 23,56_49
006014_068,10 23,56_49
006015_000,10 23,56_25
006015_002,10 23,56_25
006015_004,10 23,56_25
006015_006,10 23,56_25
006015_008,10 23,56_25
006015_010,10 23,56_25
006015_012,10 23,56_25
006015_014,10 23,56_25
006015_016,10 23,56_25
006015_018,10 23,56_25
006015_020,10 23,56_25
006015_022,10 23,56_25
006015_024,10 23,56_25
006015_026,10 23,56_25
006015_028,10 23,56_25
006015_030,10 23,56_25
006015_032,10 23,56_25
006015_034,10 23,56_25
006015_036,10 23,56_25
006015_038,10 23,56_25
006015_040,10 23,56_25
006015_042,10 23,56_25
006015_044,10 23,56_25
006015_046,10 23,56_25
006015_048,10 23,56_25
006015_050,10 23,56_25
006015_052,10 23,56_25
006015_054,10 23,56_25
006015_056,10 23,56_25
006015_058,10 23,56_25
006015_060,10 23,56_25
006015_062,10 23,56_25
006015_064,10 23,56_25
006015_066,10 23,56_25
006015_068,10 23,56_25
006016_000,10,56_0
006016_002,10,56_0
006016_004,10,56_0
006016_006,10,56_0
006016_008,10,56_0
006016_010,10,56_0
006016_012,10,56_0
006016_014,10,56_0
006016_016,10,56_0
006016_018,10,56_0
006016_020,10,56_0
006016_022,10,56_0
006016_024,10,56_0
006016_026,10,56_0
006016_028,10,56_0
006016_030,10,56_0
006016_032,10,56_0
006016_034,10,56_0
006016_036,10,56_0
006016_038,10,56_0
006016_040,10,56_0
006016_042,10,56_0
006016_044,10,56_0
006016_046,10,56_0
006016_048,10,56_0
006016_050,10,56_0
006016_052,10,56_0
006016_054,10,56_0
006016_056,10,56_0
006016_058,10,56_0
006016_060,10,56_0
006016_062,10,56_0
006016_064,10,56_0
006016_066,10,56_0
006016_068,10,56_0
007009_000,10 23,25_700
007009_002,10 23,25_700
007009_004,10 23,25_700
007009_006,10 23,25_700
007009_008,10 23,25_700
007009_010,10 23,25_700
007009_012,10 23,25_700
007009_014,10 23,25_700
007009_016,10 23,25_700
007009_018,10 23,25_700
007009_020,10 23,25_700
007009_022,10 23,25_700
007009_024,10 23,25_700
007009_026,10 23,25_700
007009_028,10 23,25_700
007009_030,10 23,25_700
007009_032,10 23,25_700
007009_034,10 23,25_700
007009_036,10 23,25_700
007009_038,10 23,25_700
007009_040,10 23,25_700
007009_042,10 23,25_700
007009_044,10 23,25_700
007009_046,10 23,25_700
007009_048,10 23,25_700
007009_050,10 23,25_700
007009_052,10 23,25_700
007009_054,10 23,25_700
007009_056,10 23,25_700
007009_058,10 23,25_700
007009_060,10 23,25_700
007009_062,10 23,25_700
007009_064,10 23,25_700
007009_066,10 23,25_700
007009_068,10 23,25_700
007010_000,10 23,25_412
007010_002,10 23,25_412
007010_004,10 23,25_412
007010_006,10 23,25_412
007010_008,10 23,25_412
007010_010,10 23,25_412
007010_012,10 23,25_412
007010_014,10 23,25_412
007010_016,10 23,25_412
007010_018,10 23,25_412
007010_020,10 23,25_412
007010_022,10 23,25_412
007010_024,10 23,25_412
007010_026,10 23,25_412
007010_028,10 23,25_412
007010_030,10 23,25_412
007010_032,10 23,25_412
007010_034,10 23,25_412
007010_036,10 23,25_412
007010_038,10 23,25_412
007010_040,10 23,25_412
007010_042,10 23,25_412
007010_044,10 23,25_412
007010_046,10 23,25_412
007010_048,10 23,25_412
007010_050,10 23,25_412
007010_052,10 23,25_412
007010_054,10 23,25_412
007010_056,10 23,25_412
007010_058,10 23,25_412
007010_060,10 23,25_412
007010_062,10 23,25_412
007010_064,10 23,25_412
007010_066,10 23,25_412
007010_068,10 23,25_412
007011_000,10 23,25_242
007011_002,10 23,25_242
007011_004,10 23,25_242
007011_006,10 23,25_242
007011_008,10 23,25_242
007011_010,10 23,25_242
007011_012,10 23,25_242
007011_014,10 23,25_242
007011_016,10 23,25_242
007011_018,10 23,25_242
007011_020,10 23,25_242
007011_022,10 23,25_242
007011_024,10 23,25_242
007011_026,10 23,25_242
007011_028,10 23,25_242
007011_030,10 23,25_242
007011_032,10 23,25_242
007011_034,10 23,25_242
007011_036,10 23,25_242
007011_038,10 23,25_242
007011_040,10 23,25_242
007011_042,10 23,25_242
007011_044,10 23,25_242
007011_046,10 23,25_242
007011_048,10 23,25_242
007011_050,10 23,25_242
007011_052,10 23,25_242
007011_054,10 23,25_242
007011_056,10 23,25_242
007011_058,10 23,25_242
007011_060,10 23,25_242
007011_062,10 23,25_242
007011_064,10 23,25_242
007011_066,10 23,25_242
007011_068,10 23,25_242
007012_000,10 23,25_142
007012_002,10 23,25_142
007012_004,10 23,25_142
007012_006,10 23,25_142
007012_008,10 23,25_142
007012_010,10 23,25_142
007012_012,10 23,25_142
007012_014,10 23,25_142
007012_016,10 23,25_142
007012_018,10 23,25_142
007012_020,10 23,25_142
007012_022,10 23,25_142
007012_024,10 23,25_142
007012_026,10 23,25_142
007012_028,10 23,25_142
007012_030,10 23,25_142
007012_032,10 23,25_142
007012_034,10 23,25_142
007012_036,10 23,25_142
007012_038,10 23,25_142
007012_040,10 23,25_142
007012_042,10 23,25_142
007012_044,10 23,25_142
007012_046,10 23,25_142
007012_048,10 23,25_142
007012_050,10 23,25_142
007012_052,10 23,25_142
007012_054,10 23,25_142
007012_056,10 23,25_142
007012_058,10 23,25_142
007012_060,10 23,25_142
007012_062,10 23,25_142
007012_064,10 23,25_142
007012_066,10 23,25_142
007012_068,10 23,25_142
007013_000,10 23,25_84
007013_002,10 23,25_84
007013_004,10 23,25_84
007013_006,10 23,25_84
007013_008,10 23,25_84
007013_010,10 23,25_84
007013_012,10 23,25_84
007013_014,10 23,25_84
007013_016,10 23,25_84
007013_018,10 23,25_84
007013_020,10 23,25_84
007013_022,10 23,25_84
007013_024,10 23,25_84
007013_026,10 23,25_84
007013_028,10 23,25_84
007013_030,10 23,25_84
007013_032,10 23,25_84
007013_034,10 23,25_84
007013_036,10 23,25_84
007013_038,10 23,25_84
007013_040,10 23,25_84
007013_042,10 23,25_84
007013_044,10 23,25_84
007013_046,10 23,25_84
007013_048,10 23,25_84
007013_050,10 23,25_84
007013_052,10 23,25_84
007013_054,10 23,25_84
007013_056,10 23,25_84
007013_058,10 23,25_84
007013_060,10 23,25_84
007013_062,10 23,25_84
007013_064,10 23,25_84
007013_066,10 23,25_84
007013_068,10 23,25_84
007014_000,10 23,25_49
007014_002,10 23,25_49
007014_004,10 23,25_49
007014_006,10 23,25_49
007014_008,10 23,25_49
007014_010,10 23,25_49
007014_012,10 23,25_49
007014_014,10 23,25_49
007014_016,10 23,25_49
007014_018,10 23,25_49
007014_020,10 23,25_49
007014_022,10 23,25_49
007014_024,10 23,25_49
007014_026,10 23,25_49
007014_028,10 23,25_49
007014_030,10 23,25_49
007014_032,10 23,25_49
007014_034,10 23,25_49
007014_036,10 23,25_49
007014_038,10 23,25_49
007014_040,10 23,25_49
007014_042,10 23,25_49
007014_044,10 23,25_49
007014_046,10 23,25_49
007014_048,10 23,25_49
007014_050,10 23,25_49
007014_052,10 23,25_49
007014_054,10 23,25_49
007014_056,10 23,25_49
007014_058,10 23,25_49
007014_060,10 23,25_49
007014_062,10 23,25_49
007014_064,10 23,25_49
007014_066,10 23,25_49
007014_068,10 23,25_49
007015_000,10 23,25_25
007015_002,10 23,25_25
007015_004,10 23,25_25
007015_006,10 23,25_25
007015_008,10 23,25_25
007015_010,10 23,25_25
007015_012,10 23,25_25
007015_014,10 23,25_25
007015_016,10 23,25_25
007015_018,10 23,25_25
007015_020,10 23,25_25
007015_022,10 23,25_25
007015_024,10 23,25_25
007015_026,10 23,25_25
007015_028,10 23,25_25
007015_030,10 23,25_25
007015_032,10 23,25_25
007015_034,10 23,25_25
007015_036,10 23,25_25
007015_038,10 23,25_25
007015_040,10 23,25_25
007015_042,10 23,25_25
007015_044,10 23,25_25
007015_046,10 23,25_25
007015_048,10 23,25_25
007015_050,10 23,25_25
007015_052,10 23,25_25
007015_054,10 23,25_25
007015_056,10 23,25_25
007015_058,10 23,25_25
007015_060,10 23,25_25
007015_062,10 23,25_25
007015_064,10 23,25_25
007015_066,10 23,25_25
007015_068,10 23,25_25
007016_000,10,25_0
007016_002,10,25_0
007016_004,10,25_0
007016_006,10,25_0
007016_008,10,25_0
007016_010,10,25_0
007016_012,10,25_0
007016_014,10,25_0
007016_016,10,25_0
007016_018,10,25_0
007016_020,10,25_0
007016_022,10,25_0
007016_024,10,25_0
007016_028,10,25_0
007016_030,10,25_0
007016_032,10,25_0
007016_034,10,25_0
007016_036,10,25_0
007016_038,10,25_0
007016_040,10,25_0
007016_042,10,25_0
007016_044,10,25_0
007016_046,10,25_0
007016_048,10,25_0
007016_050,10,25_0
007016_052,10,25_0
007016_054,10,25_0
007016_056,10,25_0
007016_058,10,25_0
007016_060,10,25_0
007016_062,10,25_0
007016_064,10,25_0
007016_066,10,25_0
007016_068,10,25_0
008009_000,23,0_700
008009_002,23,0_700
008009_004,23,0_700
008009_006,23,0_700
008009_008,23,0_700
008009_010,23,0_700
008009_012,23,0_700
008009_014,23,0_700
008009_016,23,0_700
008009_018,23,0_700
008009_020,23,0_700
008009_022,23,0_700
008009_024,23,0_700
008009_026,23,0_700
008009_028,23,0_700
008009_030,23,0_700
008009_032,23,0_700
008009_034,23,0_700
008009_036,23,0_700
008009_038,23,0_700
008009_040,23,0_700
008009_042,23,0_700
008009_044,23,0_700
008009_046,23,0_700
008009_048,23,0_700
008009_050,23,0_700
008009_052,23,0_700
008009_054,23,0_700
008009_056,23,0_700
008009_058,23,0_700
008009_060,23,0_700
008009_062,23,0_700
008009_064,23,0_700
008009_066,23,0_700
008009_068,23,0_700
008010_000,23,0_412
008010_002,23,0_412
008010_004,23,0_412
008010_006,23,0_412
008010_008,23,0_412
008010_010,23,0_412
008010_012,23,0_412
008010_014,23,0_412
008010_016,23,0_412
008010_018,23,0_412
008010_020,23,0_412
008010_022,23,0_412
008010_024,23,0_412
008010_026,23,0_412
008010_028,23,0_412
008010_030,23,0_412
008010_032,23,0_412
008010_034,23,0_412
008010_036,23,0_412
008010_038,23,0_412
008010_040,23,0_412
008010_042,23,0_412
008010_044,23,0_412
008010_046,23,0_412
008010_048,23,0_412
008010_050,23,0_412
008010_052,23,0_412
008010_054,23,0_412
008010_056,23,0_412
008010_058,23,0_412
008010_060,23,0_412
008010_062,23,0_412
008010_064,23,0_412
008010_066,23,0_412
008010_068,23,0_412
008011_000,23,0_242
008011_002,23,0_242
008011_004,23,0_242
008011_006,23,0_242
008011_008,23,0_242
008011_010,23,0_242
008011_012,23,0_242
008011_014,23,0_242
008011_016,23,0_242
008011_018,23,0_242
008011_020,23,0_242
008011_022,23,0_242
008011_024,23,0_242
008011_026,23,0_242
008011_028,23,0_242
008011_030,23,0_242
008011_032,23,0_242
008011_034,23,0_242
008011_036,23,0_242
008011_038,23,0_242
008011_040,23,0_242
008011_042,23,0_242
008011_044,23,0_242
008011_046,23,0_242
008011_048,23,0_242
008011_050,23,0_242
008011_052,23,0_242
008011_054,23,0_242
008011_056,23,0_242
008011_058,23,0_242
008011_060,23,0_242
008011_062,23,0_242
008011_064,23,0_242
008011_066,23,0_242
008011_068,23,0_242
008012_000,23,0_142
008012_002,23,0_142
008012_004,23,0_142
008012_006,23,0_142
008012_008,23,0_142
008012_010,23,0_142
008012_012,23,0_142
008012_014,23,0_142
008012_016,23,0_142
008012_018,23,0_142
008012_020,23,0_142
008012_022,23,0_142
008012_024,23,0_142
008012_026,23,0_142
008012_028,23,0_142
008012_030,23,0_142
008012_032,23,0_142
008012_034,23,0_142
008012_036,23,0_142
008012_038,23,0_142
008012_040,23,0_142
008012_042,23,0_142
008012_044,23,0_142
008012_046,23,0_142
008012_048,23,0_142
008012_050,23,0_142
008012_052,23,0_142
008012_054,23,0_142
008012_056,23,0_142
008012_058,23,0_142
008012_060,23,0_142
008012_062,23,0_142
008012_064,23,0_142
008012_066,23,0_142
008012_068,23,0_142
008013_000,23,0_84
008013_002,23,0_84
008013_004,23,0_84
008013_006,23,0_84
008013_008,23,0_84
008013_010,23,0_84
008013_012,23,0_84
008013_014,23,0_84
008013_016,23,0_84
008013_018,23,0_84
008013_020,23,0_84
008013_022,23,0_84
008013_024,23,0_84
008013_026,23,0_84
008013_028,23,0_84
008013_030,23,0_84
008013_032,23,0_84
008013_034,23,0_84
008013_036,23,0_84
008013_038,23,0_84
008013_040,23,0_84
008013_042,23,0_84
008013_044,23,0_84
008013_046,23,0_84
008013_048,23,0_84
008013_050,23,0_84
008013_052,23,0_84
008013_054,23,0_84
008013_056,23,0_84
008013_058,23,0_84
008013_060,23,0_84
008013_062,23,0_84
008013_064,23,0_84
008013_066,23,0_84
008013_068,23,0_84
008014_000,23,0_49
008014_002,23,0_49
008014_004,23,0_49
008014_006,23,0_49
008014_008,23,0_49
008014_010,23,0_49
008014_012,23,0_49
008014_014,23,0_49
008014_016,23,0_49
008014_018,23,0_49
008014_020,23,0_49
008014_022,23,0_49
008014_024,23,0_49
008014_026,23,0_49
008014_028,23,0_49
008014_030,23,0_49
008014_032,23,0_49
008014_034,23,0_49
008014_036,23,0_49
008014_038,23,0_49
008014_040,23,0_49
008014_042,23,0_49
008014_044,23,0_49
008014_046,23,0_49
008014_048,23,0_49
008014_050,23,0_49
008014_052,23,0_49
008014_054,23,0_49
008014_056,23,0_49
008014_058,23,0_49
008014_060,23,0_49
008014_062,23,0_49
008014_064,23,0_49
008014_066,23,0_49
008014_068,23,0_49
008015_000,23,0_25
008015_002,23,0_25
008015_004,23,0_25
008015_006,23,0_25
008015_008,23,0_25
008015_010,23,0_25
008015_012,23,0_25
008015_016,23,0_25
008015_018,23,0_25
008015_020,23,0_25
008015_022,23,0_25
008015_024,23,0_25
008015_026,23,0_25
008015_028,23,0_25
008015_032,23,0_25
008015_034,23,0_25
008015_036,23,0_25
008015_038,23,0_25
008015_040,23,0_25
008015_042,23,0_25
008015_044,23,0_25
008015_046,23,0_25
008015_048,23,0_25
008015_050,23,0_25
008015_054,23,0_25
008015_058,23,0_25
008015_060,23,0_25
008015_062,23,0_25
008015_066,23,0_25
008015_068,23,0_25
